,ref,title,genres,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
5738,5751,La guerre des tuques (1984),"(Adventure, Comedy, Drama, Family)",0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5739,5752,La guerre des tuques (1984),"(Adventure, Comedy, Drama, Family)",0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5740,5753,La guerre des tuques (1984),"(Adventure, Comedy, Drama, Family)",0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5741,5754,La guerre des tuques (1984),"(Adventure, Comedy, Drama, Family)",0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5742,5755,Vigilante Force (1976),"(Action, Adventure, Crime, Drama, Thriller)",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5743,5756,Vigilante Force (1976),"(Action, Adventure, Crime, Drama, Thriller)",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5744,5757,Vigilante Force (1976),"(Action, Adventure, Crime, Drama, Thriller)",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5745,5758,Vigilante Force (1976),"(Action, Adventure, Crime, Drama, Thriller)",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5746,5759,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5747,5760,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5748,5761,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5749,5762,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5750,5763,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5751,5764,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5752,5765,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5753,5766,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5754,5767,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5755,5768,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5756,5769,Zombie Bloodbath (Video 1993),"(Horror, Comedy)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5757,5770,Bonnie & Clyde: The True Story (1992),"(Crime, Drama)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5758,5771,Bonnie & Clyde: The True Story (1992),"(Crime, Drama)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5759,5772,Yoroiden Samurai Troopers (TV Series 1988–1995),"(Animation, Action, Adventure, Fantasy, Sci-Fi)",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5760,5773,The Crater Lake Monster (1977),[Horror],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5761,5774,The Crater Lake Monster (1977),[Horror],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5762,5775,The Crater Lake Monster (1977),[Horror],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5763,5776,The Crater Lake Monster (1977),[Horror],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,5777,The Crater Lake Monster (1977),[Horror],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5765,5778,The Crater Lake Monster (1977),[Horror],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5766,5779,The Maxx (TV Mini-Series 1995),"(Animation, Action, Adventure, Drama, Fantasy, Horror, Mystery, Thriller)",1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5767,5780,The Maxx (TV Mini-Series 1995),"(Animation, Action, Adventure, Drama, Fantasy, Horror, Mystery, Thriller)",1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5768,5781,The Maxx (TV Mini-Series 1995),"(Animation, Action, Adventure, Drama, Fantasy, Horror, Mystery, Thriller)",1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5769,5782,The Maxx (TV Mini-Series 1995),"(Animation, Action, Adventure, Drama, Fantasy, Horror, Mystery, Thriller)",1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5770,5783,Kerching! (TV Series 2003–2006),"(Comedy, Family)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5771,5784,Kerching! (TV Series 2003–2006),"(Comedy, Family)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772,5785,Kerching! (TV Series 2003–2006),"(Comedy, Family)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5773,5786,"""The Twilight Zone"" Two (TV Episode 1961)","(Fantasy, Horror, Mystery, Sci-Fi, Thriller)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5774,5787,"""The Twilight Zone"" Two (TV Episode 1961)","(Fantasy, Horror, Mystery, Sci-Fi, Thriller)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5775,5788,"""The Twilight Zone"" Two (TV Episode 1961)","(Fantasy, Horror, Mystery, Sci-Fi, Thriller)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5776,5789,"""The Twilight Zone"" Two (TV Episode 1961)","(Fantasy, Horror, Mystery, Sci-Fi, Thriller)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5777,5790,"""The Twilight Zone"" Two (TV Episode 1961)","(Fantasy, Horror, Mystery, Sci-Fi, Thriller)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5778,5791,"""The Twilight Zone"" Two (TV Episode 1961)","(Fantasy, Horror, Mystery, Sci-Fi, Thriller)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5779,5792,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5780,5793,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5781,5794,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5782,5795,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5783,5796,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5784,5797,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5785,5798,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5786,5799,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5787,5800,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5788,5801,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5789,5802,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5790,5803,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5791,5804,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5792,5805,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5793,5806,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5794,5807,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5795,5808,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5796,5809,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5797,5810,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5798,5811,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5799,5812,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5800,5813,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5801,5814,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5802,5815,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5803,5816,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5804,5817,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5805,5818,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5806,5819,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5807,5820,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5808,5821,Moonwalker (1988),"(Action, Crime, Fantasy, Music, Thriller)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5809,5822,Micro-Phonies (1945),"(Comedy, Short)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5810,5823,Micro-Phonies (1945),"(Comedy, Short)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5811,5824,Micro-Phonies (1945),"(Comedy, Short)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5812,5825,Micro-Phonies (1945),"(Comedy, Short)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5813,5826,Micro-Phonies (1945),"(Comedy, Short)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5814,5827,Micro-Phonies (1945),"(Comedy, Short)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5815,5828,Micro-Phonies (1945),"(Comedy, Short)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5816,5829,Micro-Phonies (1945),"(Comedy, Short)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5817,5830,Micro-Phonies (1945),"(Comedy, Short)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5818,5831,Saps at Sea (1940),[Comedy],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5819,5832,Saps at Sea (1940),[Comedy],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5820,5833,Saps at Sea (1940),[Comedy],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5821,5834,Saps at Sea (1940),[Comedy],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5822,5835,Saps at Sea (1940),[Comedy],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5823,5836,Saps at Sea (1940),[Comedy],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5824,5837,Saps at Sea (1940),[Comedy],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5825,5838,Saps at Sea (1940),[Comedy],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5826,5839,Saps at Sea (1940),[Comedy],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5827,5840,Saps at Sea (1940),[Comedy],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5828,5841,Gun Glory (1957),"(Romance, Western)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5829,5842,That Lady in Ermine (1948),"(Comedy, Fantasy, Musical, Romance)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5830,5843,That Lady in Ermine (1948),"(Comedy, Fantasy, Musical, Romance)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5831,5844,That Lady in Ermine (1948),"(Comedy, Fantasy, Musical, Romance)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5832,5845,That Lady in Ermine (1948),"(Comedy, Fantasy, Musical, Romance)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5833,5846,The Adventures of the Galaxy Rangers (TV Series 1986–1989),"(Animation, Action, Adventure, Sci-Fi)",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5834,5847,The Adventures of the Galaxy Rangers (TV Series 1986–1989),"(Animation, Action, Adventure, Sci-Fi)",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5835,5848,The Adventures of the Galaxy Rangers (TV Series 1986–1989),"(Animation, Action, Adventure, Sci-Fi)",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5836,5849,The Adventures of the Galaxy Rangers (TV Series 1986–1989),"(Animation, Action, Adventure, Sci-Fi)",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5837,5850,The Adventures of the Galaxy Rangers (TV Series 1986–1989),"(Animation, Action, Adventure, Sci-Fi)",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5838,5851,Summerslam (1993),"(Action, Sport)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5839,5852,Summerslam (1993),"(Action, Sport)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5840,5853,Summerslam (1993),"(Action, Sport)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5841,5854,Spider-Man (Video Game 2000),"(Action, Adventure, Fantasy, Sci-Fi)",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5842,5855,Spider-Man (Video Game 2000),"(Action, Adventure, Fantasy, Sci-Fi)",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5843,5856,Spider-Man (Video Game 2000),"(Action, Adventure, Fantasy, Sci-Fi)",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5844,5857,Spider-Man (Video Game 2000),"(Action, Adventure, Fantasy, Sci-Fi)",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5845,5858,Spider-Man (Video Game 2000),"(Action, Adventure, Fantasy, Sci-Fi)",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5846,5859,Spider-Man (Video Game 2000),"(Action, Adventure, Fantasy, Sci-Fi)",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5847,5860,Spider-Man (Video Game 2000),"(Action, Adventure, Fantasy, Sci-Fi)",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5848,5861,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5849,5862,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5850,5863,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5851,5864,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5852,5865,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5853,5866,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5854,5867,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5855,5868,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5856,5869,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5857,5870,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5858,5871,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5859,5872,Jacknife (1989),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5860,5873,Garam Masala (2005),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5861,5874,Garam Masala (2005),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5862,5875,Garam Masala (2005),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5863,5876,Garam Masala (2005),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5864,5877,Garam Masala (2005),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5865,5878,Garam Masala (2005),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5866,5879,Garam Masala (2005),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5867,5880,Garam Masala (2005),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5868,5881,Garam Masala (2005),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5869,5882,Bonhoeffer: Agent of Grace (2000),"(Crime, Drama, History, Thriller, War)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5870,5883,Bonhoeffer: Agent of Grace (2000),"(Crime, Drama, History, Thriller, War)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5871,5884,Mary and Rhoda (TV Movie 2000),"(Comedy, Drama, Romance)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5872,5885,Mary and Rhoda (TV Movie 2000),"(Comedy, Drama, Romance)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5873,5886,Mary and Rhoda (TV Movie 2000),"(Comedy, Drama, Romance)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5874,5887,Mary and Rhoda (TV Movie 2000),"(Comedy, Drama, Romance)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5875,5888,Mary and Rhoda (TV Movie 2000),"(Comedy, Drama, Romance)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5876,5889,Mary and Rhoda (TV Movie 2000),"(Comedy, Drama, Romance)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5877,5890,The Italian (1915),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5878,5891,The Italian (1915),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5879,5892,The Italian (1915),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5880,5893,A Brother's Promise: The Dan Jansen Story (TV Movie 1996),"(Biography, Drama, Sport)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5881,5894,A Brother's Promise: The Dan Jansen Story (TV Movie 1996),"(Biography, Drama, Sport)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5882,5895,A Brother's Promise: The Dan Jansen Story (TV Movie 1996),"(Biography, Drama, Sport)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5883,5896,A Brother's Promise: The Dan Jansen Story (TV Movie 1996),"(Biography, Drama, Sport)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5884,5897,Penny Princess (1952),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5885,5898,Penny Princess (1952),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5886,5899,Penny Princess (1952),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5887,5900,Penny Princess (1952),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
